section,name,method,url,body_mode,input_fields,request_example_source,request_json_status,response_top_level_fields
Export API > Working within the Workspace,Get Workspace Download,POST,{HM_ExportAPI_URL}/getmusicdownload/{HM_ExportAPI_SessionToken},raw,,response.originalRequest,invalid,
Export API > Working within the Workspace,Set Album Tag,POST,{HM_ExportAPI_URL}/setalbumtag/{HM_ExportAPI_SessionToken},raw,,response.originalRequest,invalid,
Export API > Working within the Workspace,Remove Album Tag,POST,{HM_ExportAPI_URL}/removealbumtag/{HM_ExportAPI_SessionToken},raw,,response.originalRequest,non-json:xml,
Export API > Working within the Workspace,Upsert Track Categories,POST,{HM_ExportAPI_URL}/bulkupserttrackcategories/{HM_ExportAPI_SessionToken},raw,,response.originalRequest,non-json:xml,
Import API > Getting Started,Implementation Guide - Getting Started,INFO,,,,,not-applicable,
Import API > Getting Started,Get Access Token,GET,{HM_ImportAPI_URL}/getaccesstoken,,,,not-applicable,"Token, Token.Value, Token.Expiry, Token.UTCOffset, Token.IsOfSingleUse"
Import API > Getting Started,Get Session Token,GET,{HM_ImportAPI_URL}/getsessiontoken/{HM_ImportAPI_AccessToken}/{Username}/{Password},,,,not-applicable,"Token, Token.Value, Token.Expiry, Token.UTCOffset, Token.IsOfSingleUse"
Import API > Getting Started,Expire Session Token,GET,{HM_ImportAPI_URL}/expiretoken/{HM_ImportAPI_SessionToken},,,,not-applicable,Code
Import API > Process Steps,Primary Workflows,INFO,,,,,not-applicable,
Import API > Working within the Workspace > Labels/Libraries,Get Labels/Libraries,GET,{HM_ImportAPI_URL}/getlibraries/{HM_ImportAPI_SessionToken},,,,not-applicable,"Libraries, Libraries[].LibraryIdentity, Libraries[].Name, Libraries[].Codes, Libraries[].Codes[].SystemCode, Libraries[].Codes[].AttributeTypeName, Libraries[].Codes[].Value, Libraries[].Codes[].Comments"
Import API > Working within the Workspace > Labels/Libraries,Create Label/Library,POST,{HM_ImportAPI_URL}/library/{HM_ImportAPI_SessionToken}/insert,raw,"Name, DisplayName, Description, Code, Prefix, Manufacturer, Location, Website, Profile",response.originalRequest,valid,"Code, LibraryIdentity"
Import API > Working within the Workspace > Labels/Libraries,Update Label/Library,POST,{HM_ImportAPI_URL}/library/{HM_ImportAPI_SessionToken}/update,raw,"LibraryIdentity, Name, DisplayName, Description, Code, Prefix, Manufacturer, Location, Website, Profile",response.originalRequest,valid,"Code, LibraryIdentity"
Import API > Working within the Workspace > Albums,Get Albums By Workspace State,POST,{HM_ImportAPI_URL}/getalbumsbyworkspacestate/{HM_ImportAPI_SessionToken},raw,"LibraryIdentity, WorkspaceState",response.originalRequest,valid,"AlbumsWithWorkspaceState, AlbumsWithWorkspaceState[].Album, AlbumsWithWorkspaceState[].Album.ReleaseDate, AlbumsWithWorkspaceState[].Album.Code, AlbumsWithWorkspaceState[].Album.Detail, AlbumsWithWorkspaceState[].Album.Name, AlbumsWithWorkspaceState[].Album.DisplayTitle, AlbumsWithWorkspaceState[].Album.Keywords, AlbumsWithWorkspaceState[].Album.Tags, AlbumsWithWorkspaceState[].Album.Linebreaks, AlbumsWithWorkspaceState[].Album.Identity, AlbumsWithWorkspaceState[].AlbumTracksState"
Import API > Working within the Workspace > Albums,Create Album,POST,{HM_ImportAPI_URL}/album/{HM_ImportAPI_SessionToken}/insert,raw,"LibraryIdentity, Title, DisplayTitle, Description, AlbumCode, Keywords, Tags, Styles, ReleaseDate",response.originalRequest,valid,"Code, AlbumIdentity"
Import API > Working within the Workspace > Albums,Update Album,POST,{HM_ImportAPI_URL}/album/{HM_ImportAPI_SessionToken}/update,raw,"LibraryIdentity, AlbumIdentity, Title, DisplayTitle, Description, AlbumCode, Keywords, Tags, Styles, ReleaseDate",response.originalRequest,valid,"Code, AlbumIdentity"
Import API > Working within the Workspace > Albums,Remove Album,DELETE,{HM_ImportAPI_URL}/album/{HM_ImportAPI_SessionToken}/{AlbumIdentity},raw,,,empty,Code
Import API > Working within the Workspace > Albums,Get Album Asset Upload URL,POST,{HM_ImportAPI_URL}/getpresigneduploadurl/{HM_ImportAPI_SessionToken},raw,"AssetType, Key, FileName, ContentType, ExpiresInSeconds, ObjectID",response.originalRequest,valid,"PresignedUploadUrl, ResourceUrl"
Import API > Working within the Workspace > Albums,Confirm Album Asset Upload Complete,POST,{HM_ImportAPI_URL}/confirmpresignedupload/{HM_ImportAPI_SessionToken},raw,"AssetType, Key, FileName, ObjectID",response.originalRequest,valid,Code
Import API > Working within the Workspace > Albums,Set External Album Asset (URL),POST,{HM_ImportAPI_URL}/setasseturl/{HM_ImportAPI_SessionToken},raw,"AssetType, Url, ObjectID",response.originalRequest,valid,Code
Import API > Working within the Workspace > Albums,Set External Album Asset (Amazon S3),POST,{HM_ImportAPI_URL}/setexternals3asset/{HM_ImportAPI_SessionToken},raw,"AssetType, Key, ObjectID",response.originalRequest,valid,Code
Import API > Working within the Workspace > Tracks,Get Attribute Types,GET,{HM_ImportAPI_URL}/getattributetypes/{HM_ImportAPI_SessionToken},,,,not-applicable,"AttributeTypes, AttributeTypes[].ID, AttributeTypes[].AccountID, AttributeTypes[].AttributeTypeName, AttributeTypes[].AttributeTypeStyle, AttributeTypes[].AttributeTypeFormat, AttributeTypes[].Mandatory, AttributeTypes[].OneOnly, AttributeTypes[].SystemCode, AttributeTypes[].ParentID, AttributeTypes[].ParentType, AttributeTypes[].CategoryId, AttributeTypes[].AttributeTypeGroup, AttributeTypes[].Length, AttributeTypes[].Status, AttributeTypes[].MaxIteration, AttributeTypes[].Group, AttributeTypes[].OwnerAccountCode, AttributeTypes[].FormatRegex"
Import API > Working within the Workspace > Tracks,Get Tracks By Workspace Album & State,POST,{HM_ImportAPI_URL}/getalbumtracksbyworkspacestate/{HM_ImportAPI_SessionToken},raw,"AlbumIdentity, WorkspaceState",response.originalRequest,valid,"Tracks, Tracks[].TrackNumber, Tracks[].LengthSeconds, Tracks[].Comment, Tracks[].Composer, Tracks[].Publisher, Tracks[].Name, Tracks[].Keywords, Tracks[].Lyrics, Tracks[].DisplayTitle, Tracks[].Genre, Tracks[].Tempo, Tracks[].Instrumentation, Tracks[].Bpm, Tracks[].Version, Tracks[].Alternates, Tracks[].AlternateTracks, Tracks[].RelatedTracks, Tracks[].Categories, Tracks[].Composers, Tracks[].IsAlternate, Tracks[].TrackIdentity, Tracks[].Tags"
Import API > Working within the Workspace > Tracks,Create Track,POST,{HM_ImportAPI_URL}/track/{HM_ImportAPI_SessionToken}/insert,raw,"tracks, tracks[].AlbumIdentity, tracks[].Title, tracks[].DisplayTitle, tracks[].TrackNumber, tracks[].Description, tracks[].Keywords, tracks[].Genre, tracks[].Mixout, tracks[].Version, tracks[].Mood, tracks[].MusicFor, tracks[].AlternateTitle, tracks[].OriginalFileName, tracks[].Writer, tracks[].Publisher, tracks[].Artist, tracks[].BPM, tracks[].Tempo, tracks[].Instrumentation, tracks[].Lyrics, tracks[].CategoryCodes, tracks[].IsMain, tracks[].MainTrackNumber, tracks[].Writers, tracks[].Writers[].FirstName, tracks[].Writers[].MiddleName, tracks[].Writers[].LastName, tracks[].Writers[].Capacity, tracks[].Writers[].PublisherName, tracks[].Writers[].Code, tracks[].Writers[].OwnerPerformanceShare, tracks[].Writers[].OwnerMechanicalShare, tracks[].Writers[].CollectingSocietyName, tracks[].Writers[].Territory, tracks[].Writers[].CollectionPerformanceShare, tracks[].Writers[].CollectionMechanicalShare, tracks[].Publishers, tracks[].Publishers[].Name, tracks[].Publishers[].Capacity, tracks[].Publishers[].Code, tracks[].Publishers[].OwnerPerformanceShare, tracks[].Publishers[].OwnerMechanicalShare, tracks[].Publishers[].CollectingSocietyName, tracks[].Publishers[].CollectionPerformanceShare, tracks[].Publishers[].CollectionMechanicalShare, tracks[].Publishers[].Territory, tracks[].Publishers[].OriginalPublisherName, tracks[].Artists, tracks[].Artists[].FirstName, tracks[].Artists[].MiddleName, tracks[].Artists[].LastName, tracks[].Artists[].IPI, tracks[].Artists[].CollectingSocietyName, tracks[].CategoryAttributes, tracks[].CategoryAttributes[].Name, tracks[].CategoryAttributes[].Value, tracks[].Codes, tracks[].Codes[].AttributeTypeID, tracks[].Codes[].Value",response.originalRequest,valid,TrackIdentities
Import API > Working within the Workspace > Tracks,Update Track,POST,{HM_ImportAPI_URL}/track/{HM_ImportAPI_SessionToken}/update,raw,"tracks, tracks[].TrackIdentity, tracks[].AlbumIdentity, tracks[].Title, tracks[].DisplayTitle, tracks[].TrackNumber, tracks[].Description, tracks[].Keywords, tracks[].Genre, tracks[].Mixout, tracks[].Version, tracks[].Mood, tracks[].MusicFor, tracks[].AlternateTitle, tracks[].OriginalFileName, tracks[].Writer, tracks[].Publisher, tracks[].Artist, tracks[].BPM, tracks[].Tempo, tracks[].Instrumentation, tracks[].Lyrics, tracks[].CategoryCodes, tracks[].IsMain, tracks[].MainTrackNumber, tracks[].Writers, tracks[].Writers[].FirstName, tracks[].Writers[].MiddleName, tracks[].Writers[].LastName, tracks[].Writers[].Capacity, tracks[].Writers[].PublisherName, tracks[].Writers[].Code, tracks[].Writers[].OwnerPerformanceShare, tracks[].Writers[].OwnerMechanicalShare, tracks[].Writers[].CollectingSocietyName, tracks[].Writers[].Territory, tracks[].Writers[].CollectionPerformanceShare, tracks[].Writers[].CollectionMechanicalShare, tracks[].Publishers, tracks[].Publishers[].Name, tracks[].Publishers[].Capacity, tracks[].Publishers[].Code, tracks[].Publishers[].OwnerPerformanceShare, tracks[].Publishers[].OwnerMechanicalShare, tracks[].Publishers[].CollectingSocietyName, tracks[].Publishers[].CollectionPerformanceShare, tracks[].Publishers[].CollectionMechanicalShare, tracks[].Publishers[].Territory, tracks[].Publishers[].OriginalPublisherName, tracks[].Artists, tracks[].Artists[].FirstName, tracks[].Artists[].MiddleName, tracks[].Artists[].LastName, tracks[].Artists[].IPI, tracks[].Artists[].CollectingSocietyName, tracks[].CategoryAttributes, tracks[].CategoryAttributes[].Name, tracks[].CategoryAttributes[].Value, tracks[].Codes, tracks[].Codes[].AttributeTypeID, tracks[].Codes[].Value",response.originalRequest,valid,TrackIdentities
Import API > Working within the Workspace > Tracks,Remove Track,DELETE,{HM_ImportAPI_URL}/track/{HM_ImportAPI_SessionToken}/{TrackIdentity},raw,,,empty,Code
Import API > Working within the Workspace > Tracks,Move Tracks On Import Album,POST,{HM_ImportAPI_URL}/track/{HM_ImportAPI_SessionToken}/move,raw,"Tracks, Tracks[].DestinationAlbumIdentity, Tracks[].TrackIdentity",response.originalRequest,valid,Code
Import API > Working within the Workspace > Tracks,Get Track Asset Upload URL,POST,{HM_ImportAPI_URL}/getpresigneduploadurl/{HM_ImportAPI_SessionToken},raw,"AssetType, Key, FileName, ContentType, ExpiresInSeconds, ObjectID",response.originalRequest,valid,"PresignedUploadUrl, ResourceUrl"
Import API > Working within the Workspace > Tracks,Confirm Track Asset Upload Complete,POST,{HM_ImportAPI_URL}/confirmpresignedupload/{HM_ImportAPI_SessionToken},raw,"AssetType, Key, FileName, ObjectID",response.originalRequest,valid,Code
Import API > Working within the Workspace > Tracks,Set External Track Asset (URL),POST,{HM_ImportAPI_URL}/setasseturl/{HM_ImportAPI_SessionToken},raw,"AssetType, Url, ObjectID",response.originalRequest,valid,Code
Import API > Working within the Workspace > Tracks,Set External Track Asset (Amazon S3),POST,{HM_ImportAPI_URL}/setexternals3asset/{HM_ImportAPI_SessionToken},raw,"AssetType, Key, ObjectID",response.originalRequest,valid,Code
Import API > Working within the Workspace > Stems,Get Stems By Workspace Track & State,POST,{HM_ImportAPI_URL}/gettrackstemsbyworkspacestate/{HM_ImportAPI_SessionToken},raw,TrackIdentity,request,valid,"Stems, Stems[].Version, Stems[].WorkspaceState, Stems[].StemIdentity, Stems[].TrackIdentity"
Import API > Working within the Workspace > Stems,Create Stem,POST,{HM_ImportAPI_URL}/stem/{HM_ImportAPI_SessionToken}/insert,raw,"Stems, Stems[].TrackIdentity, Stems[].Version",request,valid,"Code, StemIdentities"
Import API > Working within the Workspace > Stems,Update Stem,POST,{HM_ImportAPI_URL}/stem/{HM_ImportAPI_SessionToken}/update,raw,"Stems, Stems[].TrackIdentity, Stems[].StemIdentity, Stems[].Version",request,valid,"Code, StemIdentities"
Import API > Working within the Workspace > Stems,Remove Stem,DELETE,{HM_ImportAPI_URL}/stem/{HM_ImportAPI_SessionToken}/{HM_ImportAPI_TempID},raw,,,empty,Code
Import API > Working within the Workspace > Stems,Get Stem Asset Upload URL,POST,{HM_ImportAPI_URL}/getpresigneduploadurl/{HM_ImportAPI_SessionToken},raw,"AssetType, Key, FileName, ContentType, ExpiresInSeconds, ObjectID",response.originalRequest,valid,"PresignedUploadUrl, ResourceUrl"
Import API > Working within the Workspace > Stems,Confirm Stem Asset Upload Complete,POST,{HM_ImportAPI_URL}/confirmpresignedupload/{HM_ImportAPI_SessionToken},raw,"AssetType, Key, FileName, ObjectID",response.originalRequest,valid,Code
Import API > Working within the Workspace > Stems,Set External Stem Asset (URL),POST,{HM_ImportAPI_URL}/setasseturl/{HM_ImportAPI_SessionToken},raw,"AssetType, Url, ObjectID",response.originalRequest,valid,Code
Import API > Working within the Workspace > Stems,Set External Stem Asset (Amazon S3),POST,{HM_ImportAPI_URL}/setexternals3asset/{HM_ImportAPI_SessionToken},raw,"AssetType, Key, ObjectID",response.originalRequest,valid,Code
Import API > Working within the Workspace > Publishing,Publish Album & Tracks,GET,{HM_ImportAPI_URL}/album/{HM_ImportAPI_SessionToken}/{AlbumIdentity}/publish,,,,not-applicable,Code
Import API > Working within the Workspace > Publishing,Publish Track On Imported Album,GET,{HM_ImportAPI_URL}/track/{HM_ImportAPI_SessionToken}/{TrackIdentity}/publish,,,,not-applicable,Code
Import API > Working within the Workspace > Publishing,Unpublish Track On Imported Album,GET,{HM_ImportAPI_URL}/track/{HM_ImportAPI_SessionToken}/{HM_ImportAPI_TrackID}/unpublish,,,,not-applicable,Code
Import API > Working within the Workspace > Publishing,Publish Stem On Imported Track,GET,{HM_ImportAPI_URL}/stem/{HM_ImportAPI_SessionToken}/{HM_ImportAPI_StemID}/publish,,,,not-applicable,Code
Agent API > Getting Started,Get Authorised,POST,{HM_IntegrationAPI_AuthUrl},urlencoded,"grant_type, client_id, client_secret",request,not-applicable,"access_token, expires_in, token_type"
Agent API > Getting Started,Get Service Token,GET,{HM_IntegrationAPI_URL}/getservicetoken,,,,not-applicable,"Token, Token.Value, Token.Expiry, Token.UTCOffset, Token.Type, Token.IsOfSingleUse"
Agent API > Getting Started,Get Service Token Info,GET,{HM_IntegrationAPI_URL}/getservicetokeninfo/{HM_IntegrationAPI_Token},,,,not-applicable,"Token, Token.Value, Token.Expiry, Token.UTCOffset, Token.Type, Token.IsOfSingleUse, Token.TokenUsageState"
Agent API > Getting Started,Get Service Info (Download formats & URL),GET,{HM_IntegrationAPI_URL}/getserviceinfo/{HM_IntegrationAPI_Token},,,,not-applicable,"ServiceInfoURLs, ServiceInfoURLs.DirectDownloadURL, FileFormats, FileFormats[].ID, FileFormats[].FileExtension, FileFormats[].BitRate, FileFormats[].SampleRate, FileFormats[].SampleSize, FileFormats[].IsMaster, FileFormats[].Isdefaultdownload, FileFormats[].isdefaultdownloadfortype"
Agent API > Getting Started,Expire Service Token,GET,{HM_IntegrationAPI_URL}/expiretoken/{HM_IntegrationAPI_Token},,,,not-applicable,Code
Agent API > Process Steps,Primary Workflows,INFO,,,,,not-applicable,
Agent API > Working within the Workspace,Get Labels/Libraries,GET,{HM_IntegrationAPI_URL}/getlibraries/{HM_IntegrationAPI_Token},,,,not-applicable,"Libraries, Libraries[].Detail, Libraries[].Name, Libraries[].ID, Libraries[].Location, Libraries[].Website, Libraries[].LibraryLogoUrl, Libraries[].Status, Libraries[].LastUpdated"
Agent API > Working within the Workspace,Get Labels/Libraries By Tag,POST,{HM_IntegrationAPI_URL}/getlibrariesbytag/{HM_IntegrationAPI_Token},raw,"ContainsTags, NotContainsTags",request,valid,"Libraries, Libraries[].Featured, Libraries[].Detail, Libraries[].Name, Libraries[].ID, Libraries[].Location, Libraries[].Website, Libraries[].LibraryLogoUrl, Libraries[].Status, Libraries[].LastUpdated, Libraries[].Codes, Libraries[].Type, Libraries[].Tags"
Agent API > Working within the Workspace,Get Albums by Workspace Status,POST,{HM_IntegrationAPI_URL}/getalbumsbyworkspacestatus/{HM_IntegrationAPI_Token},raw,"LibraryID, Format, WorkspaceStatus, ContainsTags, NotContainsTags",response.originalRequest,valid,"Albums, Albums[].Featured, Albums[].ReleaseDate, Albums[].Code, Albums[].Detail, Albums[].Name, Albums[].DisplayTitle, Albums[].ID, Albums[].Status, Albums[].Tags, Albums[].Linebreaks"
Agent API > Working within the Workspace,Get Tracks By Workspace Album,GET,{HM_IntegrationAPI_URL}/getworkspacealbumtracks/{HM_IntegrationAPI_Token}/{AlbumID}/{Format},,,,not-applicable,"workspaceAlbums, workspaceAlbums[].Code, workspaceAlbums[].Format, workspaceAlbums[].FormatName, workspaceAlbums[].Name, workspaceAlbums[].DisplayTitle, workspaceAlbums[].LibraryID, workspaceAlbums[].Tags, workspaceAlbums[].Status, workspaceAlbums[].WorkspaceAlbumItems, workspaceAlbums[].WorkspaceAlbumItems[].ItemType, workspaceAlbums[].WorkspaceAlbumItems[].TrackNumber, workspaceAlbums[].WorkspaceAlbumItems[].Name, workspaceAlbums[].WorkspaceAlbumItems[].FileName, workspaceAlbums[].WorkspaceAlbumItems[].FileSize, workspaceAlbums[].WorkspaceAlbumItems[].Bucket, workspaceAlbums[].WorkspaceAlbumItems[].Key, workspaceAlbums[].WorkspaceAlbumItems[].DownloadToken, workspaceAlbums[].WorkspaceAlbumItems[].TrackID"
Agent API > Working within the Workspace,Get Management User Token,GET,{HM_IntegrationAPI_URL}/getmanagementusertoken/{HM_IntegrationAPI_Token}/{username}/{password},,,,not-applicable,"Token, Token.Value, Token.Expiry, Token.UTCOffset, Token.IsOfSingleUse"
Agent API > Working within the Workspace,Get Management User Download,POST,{HM_IntegrationAPI_URL}/getmanagementuserdownload/{HM_IntegrationAPI_Token},raw,"ManagementUserToken, DownloadType, Identifier, Format",response.originalRequest,valid,RequestSent
Agent API > Working within the Workspace,Set Album Tag,POST,{HM_IntegrationAPI_URL}/setalbumtag/{HM_IntegrationAPI_Token},raw,"AlbumID, Tag",response.originalRequest,valid,Code
Agent API > Working within the Workspace,Remove Album Tag,POST,{HM_IntegrationAPI_URL}/removealbumtag/{HM_IntegrationAPI_Token},raw,"AlbumID, Tag",response.originalRequest,valid,Code
Agent API > Working within the Workspace,Set Library Tag,POST,{HM_IntegrationAPI_URL}/setlibrarytag/{HM_IntegrationAPI_Token},raw,"libraryid, tag",request,valid,Code
Agent API > Working within the Workspace,Remove Library Tag,POST,{HM_IntegrationAPI_URL}/removelibrarytag/{HM_IntegrationAPI_Token},raw,,response.originalRequest,non-json:xml,Code
Additional Information,Glossary,INFO:,,,,,not-applicable,
Additional Information,API Response Codes,INFO:,,,,,not-applicable,
Additional Information,API Rate Limiting,INFO,,,,,not-applicable,
Additional Information,API Health Status,INFO,,,,,not-applicable,
